server_header,status_code,has_waf_cookie,content_length,waf_detected,predicted_framework
BIG-IP,403,1,28539,F5_BIG_IP,Spring_Boot
Sucuri/Cloudproxy,403,1,23337,Sucuri,WordPress
cloudflare,403,1,48448,Cloudflare,Spring_Boot
Incapsula,404,1,24939,Imperva,Vue
nginx/1.18.0,403,1,2063,ModSecurity,Laravel
cloudflare,404,1,2302,Cloudflare,React
cloudflare-nginx,403,1,15142,Cloudflare,Vue
Microsoft-IIS/10.0,500,1,2706,None,Laravel
Apache/2.4.41 (Ubuntu),403,1,16095,ModSecurity,Django
Sucuri/Cloudproxy,500,1,36789,Sucuri,Express
nginx/1.18.0,301,0,49505,None,Laravel
Sucuri/Cloudproxy,404,1,24424,Sucuri,Laravel
Sucuri/Cloudproxy,301,1,43605,Sucuri,ASP.NET
cloudflare-nginx,200,1,30594,Cloudflare,React
BigIP,403,1,33864,F5_BIG_IP,Unknown
BigIP,500,1,492,F5_BIG_IP,Spring_Boot
Incapsula,200,1,32701,Imperva,Unknown
CloudFront,404,1,30710,AWS_WAF,Laravel
cloudflare,403,1,28891,Cloudflare,Django
cloudflare-nginx,403,1,7543,Cloudflare,WordPress
Incapsula,301,1,26610,Imperva,Node.js
Sucuri/Cloudproxy,403,1,35092,Sucuri,ASP.NET
AmazonS3,403,1,49486,AWS_WAF,Laravel
BigIP,403,1,33360,F5_BIG_IP,Unknown
Incapsula,403,1,34481,Imperva,ASP.NET
Microsoft-IIS/10.0,302,1,45054,None,Node.js
BigIP,404,1,34934,F5_BIG_IP,WordPress
Sucuri/Cloudproxy,403,1,24559,Sucuri,Vue
nginx/1.18.0,403,1,7347,ModSecurity,Node.js
Sucuri/Cloudproxy,403,1,21781,Sucuri,React
Sucuri/Cloudproxy,403,1,5601,Sucuri,Unknown
nginx/1.18.0,404,1,28950,ModSecurity,Spring_Boot
Sucuri/Cloudproxy,500,1,36634,Sucuri,Spring_Boot
Incapsula,500,1,5428,Imperva,WordPress
nginx/1.18.0,403,1,5007,ModSecurity,ASP.NET
nginx/1.18.0,403,1,47969,ModSecurity,React
cloudflare-nginx,302,1,22731,Cloudflare,Express
Incapsula,301,1,18405,Imperva,Spring_Boot
Incapsula,200,1,27229,Imperva,Vue
Sucuri/Cloudproxy,403,1,20584,Sucuri,ASP.NET
cloudflare-nginx,200,1,121,Cloudflare,Unknown
Sucuri/Cloudproxy,302,1,24733,Sucuri,Spring_Boot
cloudflare-nginx,200,1,47527,Cloudflare,React
Sucuri/Cloudproxy,403,1,14189,Sucuri,Laravel
nginx/1.18.0,403,1,38922,ModSecurity,Django
AWS,301,1,24614,AWS_WAF,Vue
Sucuri/Cloudproxy,403,1,24018,Sucuri,Unknown
Sucuri/Cloudproxy,200,1,45424,Sucuri,WordPress
Apache/2.4.41 (Ubuntu),403,1,41225,ModSecurity,Django
cloudflare,200,1,29924,Cloudflare,WordPress
AmazonS3,403,1,17841,AWS_WAF,Express
Incapsula,500,1,22002,Imperva,Laravel
CloudFront,403,1,14060,AWS_WAF,Unknown
LiteSpeed,500,1,25116,None,Express
Apache/2.4.41 (Ubuntu),403,1,21598,ModSecurity,Node.js
BIG-IP,200,1,26733,F5_BIG_IP,Node.js
cloudflare-nginx,403,1,5986,Cloudflare,Unknown
Apache/2.4.41,404,0,47610,None,React
Sucuri/Cloudproxy,302,1,22924,Sucuri,Express
Sucuri/Cloudproxy,301,1,10992,Sucuri,Node.js
Sucuri/Cloudproxy,403,1,5403,Sucuri,React
nginx/1.18.0,302,1,45416,None,Express
Incapsula,301,1,4169,Imperva,Spring_Boot
AWS,404,1,11770,AWS_WAF,Django
BigIP,500,1,21208,F5_BIG_IP,Unknown
Microsoft-IIS/10.0,404,1,9595,None,Spring_Boot
Incapsula,200,1,2603,Imperva,Spring_Boot
BigIP,403,1,14483,F5_BIG_IP,Laravel
Sucuri/Cloudproxy,301,1,12024,Sucuri,Laravel
cloudflare,404,1,30653,Cloudflare,Laravel
Sucuri/Cloudproxy,200,1,23181,Sucuri,Unknown
AmazonS3,301,1,18663,AWS_WAF,ASP.NET
cloudflare,403,1,23222,Cloudflare,WordPress
nginx/1.18.0,500,1,23057,ModSecurity,React
nginx/1.18.0,403,1,10714,ModSecurity,Express
Sucuri/Cloudproxy,403,1,44126,Sucuri,Node.js
Sucuri/Cloudproxy,301,1,42458,Sucuri,WordPress
BigIP,403,1,28820,F5_BIG_IP,Laravel
AmazonS3,500,1,41114,AWS_WAF,Spring_Boot
BIG-IP,500,1,37094,F5_BIG_IP,Laravel
Incapsula,403,1,40061,Imperva,Unknown
Sucuri/Cloudproxy,404,1,35076,Sucuri,Django
BigIP,403,1,11310,F5_BIG_IP,React
AmazonS3,500,1,8477,AWS_WAF,ASP.NET
nginx/1.18.0,200,1,1700,ModSecurity,Django
Incapsula,403,1,11853,Imperva,Node.js
nginx/1.18.0,404,1,49479,ModSecurity,Django
Microsoft-IIS/10.0,500,0,17099,None,Laravel
cloudflare,500,1,42465,Cloudflare,Django
Apache/2.4.41 (Ubuntu),403,1,12431,ModSecurity,Laravel
AmazonS3,200,1,44333,AWS_WAF,Laravel
Sucuri/Cloudproxy,200,1,1832,Sucuri,Laravel
CloudFront,403,1,42200,AWS_WAF,Django
nginx/1.18.0,301,0,11553,None,Vue
nginx/1.18.0,302,1,24289,ModSecurity,React
BIG-IP,301,1,19773,F5_BIG_IP,Django
Microsoft-IIS/10.0,200,0,5281,None,Express
BigIP,302,1,2804,F5_BIG_IP,Vue
BigIP,302,1,21375,F5_BIG_IP,Vue
nginx/1.18.0,301,1,41462,None,Laravel
Apache/2.4.41,404,0,18316,None,React
AWS,403,1,44420,AWS_WAF,Express
CloudFront,403,1,20025,AWS_WAF,Unknown
Microsoft-IIS/10.0,404,0,7208,None,Spring_Boot
AWS,403,1,2527,AWS_WAF,ASP.NET
cloudflare,302,1,49595,Cloudflare,Unknown
AmazonS3,302,1,19275,AWS_WAF,WordPress
BIG-IP,403,1,46986,F5_BIG_IP,WordPress
nginx/1.18.0,403,1,32978,ModSecurity,Express
nginx/1.18.0,302,1,11988,ModSecurity,Node.js
Incapsula,404,1,38869,Imperva,Express
BigIP,301,1,22396,F5_BIG_IP,Spring_Boot
BIG-IP,301,1,27184,F5_BIG_IP,Unknown
Incapsula,403,1,917,Imperva,WordPress
Incapsula,500,1,40029,Imperva,Unknown
LiteSpeed,301,0,14529,None,Laravel
Incapsula,403,1,8375,Imperva,Node.js
cloudflare,500,1,5411,Cloudflare,Node.js
cloudflare,200,1,15509,Cloudflare,Vue
Apache/2.4.41 (Ubuntu),403,1,40473,ModSecurity,Vue
BigIP,403,1,6850,F5_BIG_IP,Express
Incapsula,403,1,35922,Imperva,Spring_Boot
Incapsula,301,1,27021,Imperva,Spring_Boot
nginx/1.18.0,500,0,24781,None,Spring_Boot
nginx/1.18.0,403,1,15587,ModSecurity,WordPress
AWS,500,1,38809,AWS_WAF,Django
Apache/2.4.41 (Ubuntu),403,1,32382,ModSecurity,Django
Microsoft-IIS/10.0,301,0,8771,None,Node.js
Sucuri/Cloudproxy,403,1,25317,Sucuri,React
AWS,403,1,23361,AWS_WAF,Node.js
Incapsula,302,1,14789,Imperva,Laravel
LiteSpeed,200,0,33177,None,Laravel
Apache/2.4.41,200,1,47611,None,Spring_Boot
cloudflare,302,1,1961,Cloudflare,Unknown
cloudflare,200,1,21215,Cloudflare,Vue
Microsoft-IIS/10.0,404,0,47615,None,Spring_Boot
Incapsula,403,1,44598,Imperva,Unknown
Incapsula,200,1,45802,Imperva,ASP.NET
Incapsula,403,1,15105,Imperva,WordPress
nginx/1.18.0,403,1,32242,ModSecurity,Vue
Apache/2.4.41,301,0,44758,None,WordPress
cloudflare-nginx,200,1,33594,Cloudflare,Spring_Boot
AmazonS3,200,1,41932,AWS_WAF,Unknown
Apache/2.4.41 (Ubuntu),403,1,49738,ModSecurity,Node.js
cloudflare-nginx,403,1,28656,Cloudflare,ASP.NET
cloudflare-nginx,403,1,5196,Cloudflare,ASP.NET
cloudflare,403,1,43389,Cloudflare,Node.js
Sucuri/Cloudproxy,200,1,2907,Sucuri,Laravel
Incapsula,500,1,39379,Imperva,Express
Apache/2.4.41 (Ubuntu),403,1,20363,ModSecurity,ASP.NET
Apache/2.4.41 (Ubuntu),403,1,17651,ModSecurity,Unknown
Sucuri/Cloudproxy,403,1,25029,Sucuri,ASP.NET
cloudflare,301,1,2103,Cloudflare,Vue
Sucuri/Cloudproxy,302,1,27814,Sucuri,WordPress
BigIP,200,1,20139,F5_BIG_IP,Vue
Incapsula,403,1,29343,Imperva,Vue
Incapsula,403,1,46515,Imperva,React
AmazonS3,404,1,20745,AWS_WAF,Unknown
LiteSpeed,302,0,14688,None,Express
nginx/1.18.0,200,1,32807,ModSecurity,WordPress
cloudflare,403,1,15560,Cloudflare,Django
Apache/2.4.41,302,0,28209,None,Unknown
Incapsula,200,1,41892,Imperva,Node.js
Apache/2.4.41 (Ubuntu),403,1,42580,ModSecurity,Laravel
CloudFront,301,1,40453,AWS_WAF,Django
BIG-IP,200,1,5017,F5_BIG_IP,React
Incapsula,500,1,30997,Imperva,WordPress
cloudflare,404,1,47516,Cloudflare,Vue
BIG-IP,200,1,6507,F5_BIG_IP,Vue
Apache/2.4.41,301,0,24290,None,React
Apache/2.4.41,500,0,7765,None,WordPress
BigIP,404,1,27598,F5_BIG_IP,ASP.NET
LiteSpeed,200,1,14713,None,Node.js
BIG-IP,404,1,21275,F5_BIG_IP,ASP.NET
cloudflare,500,1,3811,Cloudflare,WordPress
CloudFront,403,1,15537,AWS_WAF,React
Incapsula,500,1,4509,Imperva,WordPress
BigIP,500,1,18543,F5_BIG_IP,Express
LiteSpeed,500,0,28888,None,WordPress
Sucuri/Cloudproxy,302,1,3599,Sucuri,Express
cloudflare,301,1,35947,Cloudflare,Laravel
AWS,500,1,23763,AWS_WAF,Vue
BigIP,200,1,8190,F5_BIG_IP,React
cloudflare,500,1,47406,Cloudflare,Spring_Boot
AmazonS3,403,1,10141,AWS_WAF,Laravel
cloudflare,200,1,3027,Cloudflare,Vue
Sucuri/Cloudproxy,200,1,26373,Sucuri,Spring_Boot
Incapsula,403,1,17812,Imperva,Laravel
Incapsula,403,1,4659,Imperva,Django
Apache/2.4.41 (Ubuntu),200,1,47722,ModSecurity,React
Incapsula,500,1,35581,Imperva,ASP.NET
Sucuri/Cloudproxy,403,1,28875,Sucuri,Vue
Sucuri/Cloudproxy,500,1,28397,Sucuri,Unknown
cloudflare,301,1,745,Cloudflare,Django
Apache/2.4.41 (Ubuntu),500,1,2960,ModSecurity,Express
AmazonS3,403,1,29690,AWS_WAF,Spring_Boot
Sucuri/Cloudproxy,302,1,43038,Sucuri,WordPress
nginx/1.18.0,200,1,29000,None,Laravel
Sucuri/Cloudproxy,403,1,13992,Sucuri,Node.js
Apache/2.4.41,301,0,49952,None,ASP.NET
Microsoft-IIS/10.0,500,1,49774,None,Laravel
nginx/1.18.0,403,1,36458,ModSecurity,WordPress
AWS,403,1,2345,AWS_WAF,Unknown
cloudflare,302,1,6424,Cloudflare,WordPress
BigIP,200,1,30844,F5_BIG_IP,Spring_Boot
cloudflare,302,1,29626,Cloudflare,ASP.NET
BigIP,301,1,30007,F5_BIG_IP,Laravel
Incapsula,403,1,8075,Imperva,Spring_Boot
LiteSpeed,302,0,47911,None,Spring_Boot
Sucuri/Cloudproxy,403,1,29002,Sucuri,ASP.NET
LiteSpeed,301,1,32613,None,WordPress
Apache/2.4.41 (Ubuntu),403,1,34128,ModSecurity,Express
Incapsula,403,1,20332,Imperva,React
Sucuri/Cloudproxy,403,1,27571,Sucuri,React
Incapsula,403,1,8927,Imperva,Django
Apache/2.4.41 (Ubuntu),404,1,35820,ModSecurity,React
AmazonS3,403,1,1795,AWS_WAF,Express
cloudflare,500,1,9527,Cloudflare,React
Apache/2.4.41 (Ubuntu),302,1,573,ModSecurity,Express
Apache/2.4.41 (Ubuntu),403,1,6697,ModSecurity,Unknown
Apache/2.4.41,404,0,24795,None,Unknown
Apache/2.4.41 (Ubuntu),500,1,5522,ModSecurity,Node.js
cloudflare,403,1,8753,Cloudflare,Vue
Sucuri/Cloudproxy,404,1,31086,Sucuri,WordPress
cloudflare-nginx,404,1,34808,Cloudflare,Django
Sucuri/Cloudproxy,403,1,11721,Sucuri,Unknown
AWS,403,1,29577,AWS_WAF,WordPress
Apache/2.4.41 (Ubuntu),302,1,34924,ModSecurity,Node.js
Sucuri/Cloudproxy,500,1,28745,Sucuri,Node.js
Apache/2.4.41,301,0,45405,None,Unknown
cloudflare,403,1,47073,Cloudflare,Django
cloudflare-nginx,200,1,38767,Cloudflare,ASP.NET
Sucuri/Cloudproxy,403,1,45739,Sucuri,Unknown
LiteSpeed,301,0,2606,None,Express
Incapsula,403,1,13109,Imperva,WordPress
CloudFront,302,1,38146,AWS_WAF,Unknown
Sucuri/Cloudproxy,404,1,2262,Sucuri,Spring_Boot
AmazonS3,200,1,38272,AWS_WAF,Express
CloudFront,301,1,15069,AWS_WAF,WordPress
Sucuri/Cloudproxy,403,1,40071,Sucuri,React
cloudflare-nginx,403,1,22717,Cloudflare,React
Sucuri/Cloudproxy,302,1,3428,Sucuri,Unknown
nginx/1.18.0,403,1,7660,ModSecurity,Unknown
Incapsula,404,1,13676,Imperva,Vue
nginx/1.18.0,403,1,29825,ModSecurity,React
Microsoft-IIS/10.0,500,1,6314,None,Laravel
Sucuri/Cloudproxy,403,1,33603,Sucuri,Django
Sucuri/Cloudproxy,403,1,46199,Sucuri,WordPress
Incapsula,500,1,5482,Imperva,Unknown
nginx/1.18.0,302,1,46243,ModSecurity,Unknown
BigIP,302,1,13378,F5_BIG_IP,Spring_Boot
Sucuri/Cloudproxy,403,1,22015,Sucuri,ASP.NET
LiteSpeed,500,0,16750,None,Node.js
Sucuri/Cloudproxy,404,1,18834,Sucuri,Django
CloudFront,403,1,30874,AWS_WAF,Express
Apache/2.4.41 (Ubuntu),403,1,33083,ModSecurity,Spring_Boot
cloudflare,302,1,24881,Cloudflare,Spring_Boot
cloudflare-nginx,200,1,49151,Cloudflare,WordPress
LiteSpeed,301,1,12597,None,Unknown
Incapsula,200,1,7413,Imperva,Spring_Boot
Sucuri/Cloudproxy,403,1,18147,Sucuri,Unknown
nginx/1.18.0,500,1,4992,ModSecurity,Django
BIG-IP,403,1,23327,F5_BIG_IP,WordPress
AmazonS3,302,1,39706,AWS_WAF,Laravel
Microsoft-IIS/10.0,200,0,41220,None,Spring_Boot
Sucuri/Cloudproxy,200,1,26509,Sucuri,ASP.NET
Sucuri/Cloudproxy,403,1,20786,Sucuri,Laravel
Incapsula,500,1,3278,Imperva,Express
cloudflare-nginx,500,1,5640,Cloudflare,React
nginx/1.18.0,302,0,29654,None,Vue
Sucuri/Cloudproxy,302,1,8322,Sucuri,Node.js
CloudFront,200,1,42971,AWS_WAF,Unknown
Apache/2.4.41 (Ubuntu),403,1,15523,ModSecurity,Node.js
cloudflare,302,1,37660,Cloudflare,Unknown
BIG-IP,500,1,10159,F5_BIG_IP,React
Incapsula,403,1,11180,Imperva,Spring_Boot
CloudFront,403,1,15714,AWS_WAF,React
cloudflare-nginx,403,1,39419,Cloudflare,Vue
AmazonS3,403,1,19339,AWS_WAF,Vue
nginx/1.18.0,200,1,32690,ModSecurity,Django
BigIP,403,1,8920,F5_BIG_IP,Spring_Boot
AmazonS3,403,1,41028,AWS_WAF,React
Incapsula,301,1,35687,Imperva,Vue
nginx/1.18.0,404,0,29499,None,React
CloudFront,403,1,44362,AWS_WAF,Node.js
cloudflare,403,1,42504,Cloudflare,Node.js
Sucuri/Cloudproxy,403,1,4802,Sucuri,Vue
Incapsula,500,1,26376,Imperva,WordPress
nginx/1.18.0,301,1,40623,ModSecurity,React
Apache/2.4.41 (Ubuntu),301,1,5631,ModSecurity,Node.js
nginx/1.18.0,403,1,18729,ModSecurity,Express
cloudflare,403,1,20324,Cloudflare,Laravel
Apache/2.4.41 (Ubuntu),403,1,42397,ModSecurity,Express
cloudflare-nginx,500,1,5085,Cloudflare,ASP.NET
Sucuri/Cloudproxy,403,1,2935,Sucuri,Spring_Boot
LiteSpeed,301,0,28789,None,React
nginx/1.18.0,500,1,14422,ModSecurity,React
BigIP,500,1,10901,F5_BIG_IP,WordPress
BigIP,302,1,27804,F5_BIG_IP,Vue
AWS,302,1,36206,AWS_WAF,Spring_Boot
AWS,403,1,41266,AWS_WAF,Vue
BIG-IP,403,1,18835,F5_BIG_IP,Node.js
LiteSpeed,500,1,27309,None,Node.js
cloudflare,500,1,16634,Cloudflare,Unknown
nginx/1.18.0,403,1,18549,ModSecurity,Spring_Boot
Sucuri/Cloudproxy,500,1,10674,Sucuri,ASP.NET
Sucuri/Cloudproxy,500,1,12510,Sucuri,Node.js
Sucuri/Cloudproxy,500,1,22083,Sucuri,React
Sucuri/Cloudproxy,403,1,25944,Sucuri,ASP.NET
BIG-IP,403,1,38299,F5_BIG_IP,WordPress
Apache/2.4.41 (Ubuntu),403,1,37084,ModSecurity,Laravel
AWS,403,1,24773,AWS_WAF,WordPress
CloudFront,200,1,30625,AWS_WAF,Spring_Boot
Sucuri/Cloudproxy,403,1,40700,Sucuri,ASP.NET
AWS,403,1,32364,AWS_WAF,WordPress
AmazonS3,500,1,43678,AWS_WAF,Node.js
cloudflare,301,1,10771,Cloudflare,Vue
Microsoft-IIS/10.0,301,0,37827,None,Laravel
LiteSpeed,301,0,38016,None,Express
nginx/1.18.0,200,1,49010,ModSecurity,React
Sucuri/Cloudproxy,403,1,20839,Sucuri,Spring_Boot
Incapsula,403,1,4620,Imperva,WordPress
nginx/1.18.0,301,1,49516,ModSecurity,Django
Microsoft-IIS/10.0,500,0,6089,None,WordPress
nginx/1.18.0,404,1,40509,None,Unknown
nginx/1.18.0,404,1,23865,ModSecurity,Node.js
BIG-IP,200,1,3114,F5_BIG_IP,Unknown
Sucuri/Cloudproxy,404,1,46928,Sucuri,React
Microsoft-IIS/10.0,302,0,28073,None,Unknown
cloudflare-nginx,403,1,32318,Cloudflare,Vue
Apache/2.4.41,500,0,16798,None,Vue
BIG-IP,200,1,33744,F5_BIG_IP,Express
Sucuri/Cloudproxy,403,1,22079,Sucuri,Vue
nginx/1.18.0,404,0,34722,None,Node.js
BigIP,403,1,33876,F5_BIG_IP,Vue
Microsoft-IIS/10.0,200,0,5621,None,React
LiteSpeed,302,0,16583,None,Django
BigIP,302,1,42267,F5_BIG_IP,Laravel
Apache/2.4.41,404,0,10923,None,Vue
Apache/2.4.41 (Ubuntu),403,1,19216,ModSecurity,Laravel
AmazonS3,301,1,13908,AWS_WAF,Django
Sucuri/Cloudproxy,500,1,11311,Sucuri,Express
Sucuri/Cloudproxy,302,1,24649,Sucuri,Vue
nginx/1.18.0,301,1,26075,ModSecurity,Laravel
Sucuri/Cloudproxy,403,1,46177,Sucuri,Node.js
AmazonS3,500,1,30791,AWS_WAF,Express
Apache/2.4.41,500,0,30971,None,ASP.NET
cloudflare-nginx,302,1,15068,Cloudflare,Django
cloudflare-nginx,200,1,34445,Cloudflare,Vue
Apache/2.4.41,200,0,26700,None,Express
CloudFront,403,1,38838,AWS_WAF,ASP.NET
Apache/2.4.41,500,1,17863,None,Django
Apache/2.4.41 (Ubuntu),403,1,26156,ModSecurity,WordPress
Microsoft-IIS/10.0,301,1,39567,None,React
cloudflare,403,1,13219,Cloudflare,Django
AWS,301,1,10566,AWS_WAF,Express
AmazonS3,200,1,48954,AWS_WAF,React
Sucuri/Cloudproxy,301,1,22727,Sucuri,Spring_Boot
LiteSpeed,500,1,32014,None,Laravel
Apache/2.4.41,302,0,7611,None,ASP.NET
nginx/1.18.0,403,1,48852,ModSecurity,ASP.NET
nginx/1.18.0,302,1,34070,ModSecurity,Django
Incapsula,403,1,1520,Imperva,Unknown
AmazonS3,403,1,17794,AWS_WAF,Node.js
BIG-IP,403,1,33451,F5_BIG_IP,Vue
Incapsula,403,1,4706,Imperva,React
cloudflare-nginx,403,1,48825,Cloudflare,Express
CloudFront,403,1,25953,AWS_WAF,Django
Microsoft-IIS/10.0,301,0,12983,None,Unknown
BigIP,404,1,33105,F5_BIG_IP,Spring_Boot
Apache/2.4.41 (Ubuntu),403,1,401,ModSecurity,Node.js
BigIP,200,1,47514,F5_BIG_IP,Unknown
cloudflare,500,1,14602,Cloudflare,WordPress
nginx/1.18.0,404,1,8642,ModSecurity,Spring_Boot
Sucuri/Cloudproxy,404,1,10545,Sucuri,Django
nginx/1.18.0,301,0,3133,None,Express
BIG-IP,403,1,28187,F5_BIG_IP,Unknown
nginx/1.18.0,404,0,4987,None,WordPress
Incapsula,301,1,24943,Imperva,Laravel
BigIP,302,1,39250,F5_BIG_IP,Node.js
Incapsula,403,1,12638,Imperva,Express
LiteSpeed,500,0,23005,None,Vue
Sucuri/Cloudproxy,403,1,1649,Sucuri,Node.js
AmazonS3,404,1,41777,AWS_WAF,Node.js
Incapsula,403,1,9761,Imperva,Django
LiteSpeed,302,1,23396,None,Spring_Boot
cloudflare,500,1,7952,Cloudflare,WordPress
Apache/2.4.41 (Ubuntu),403,1,5936,ModSecurity,ASP.NET
AWS,404,1,46932,AWS_WAF,Spring_Boot
Incapsula,403,1,28357,Imperva,Vue
BigIP,403,1,2738,F5_BIG_IP,ASP.NET
cloudflare,200,1,45224,Cloudflare,React
nginx/1.18.0,301,1,38272,None,WordPress
cloudflare,302,1,31573,Cloudflare,Laravel
cloudflare,403,1,45846,Cloudflare,Vue
BIG-IP,403,1,1666,F5_BIG_IP,ASP.NET
Incapsula,403,1,49128,Imperva,Express
Apache/2.4.41 (Ubuntu),404,1,12186,ModSecurity,Laravel
cloudflare-nginx,500,1,6207,Cloudflare,Express
Incapsula,404,1,42606,Imperva,ASP.NET
BIG-IP,500,1,48180,F5_BIG_IP,Django
CloudFront,403,1,37873,AWS_WAF,Django
cloudflare-nginx,404,1,10488,Cloudflare,Spring_Boot
BIG-IP,200,1,11322,F5_BIG_IP,Node.js
LiteSpeed,301,0,46334,None,Vue
cloudflare-nginx,403,1,4642,Cloudflare,Django
LiteSpeed,301,0,8397,None,WordPress
Sucuri/Cloudproxy,404,1,18616,Sucuri,Spring_Boot
BIG-IP,403,1,9153,F5_BIG_IP,React
AmazonS3,403,1,47635,AWS_WAF,Express
AmazonS3,403,1,26468,AWS_WAF,WordPress
Sucuri/Cloudproxy,301,1,16827,Sucuri,React
BigIP,403,1,20902,F5_BIG_IP,Unknown
nginx/1.18.0,302,0,35692,None,React
Sucuri/Cloudproxy,200,1,7581,Sucuri,Django
Incapsula,404,1,30128,Imperva,React
Sucuri/Cloudproxy,500,1,14246,Sucuri,Express
BIG-IP,403,1,33879,F5_BIG_IP,Unknown
nginx/1.18.0,302,1,34814,ModSecurity,Unknown
nginx/1.18.0,403,1,10672,ModSecurity,Vue
cloudflare,301,1,33522,Cloudflare,Vue
cloudflare-nginx,403,1,27540,Cloudflare,Express
cloudflare,403,1,25082,Cloudflare,React
AmazonS3,500,1,47960,AWS_WAF,Node.js
AmazonS3,403,1,9407,AWS_WAF,Django
CloudFront,403,1,46877,AWS_WAF,Vue
LiteSpeed,200,1,22401,None,WordPress
cloudflare-nginx,403,1,23618,Cloudflare,WordPress
BIG-IP,403,1,22656,F5_BIG_IP,Vue
BIG-IP,404,1,12364,F5_BIG_IP,Express
cloudflare-nginx,403,1,39614,Cloudflare,Express
Incapsula,500,1,9255,Imperva,Laravel
Incapsula,403,1,1700,Imperva,WordPress
cloudflare,302,1,41060,Cloudflare,Django
Apache/2.4.41,500,0,32557,None,Unknown
Microsoft-IIS/10.0,200,0,24127,None,Node.js
Apache/2.4.41 (Ubuntu),200,1,47868,ModSecurity,Vue
BigIP,403,1,42999,F5_BIG_IP,Vue
Apache/2.4.41 (Ubuntu),403,1,18635,ModSecurity,WordPress
Sucuri/Cloudproxy,500,1,3950,Sucuri,Express
nginx/1.18.0,200,0,9324,None,Unknown
nginx/1.18.0,200,1,23458,None,Laravel
nginx/1.18.0,200,1,22990,ModSecurity,Node.js
LiteSpeed,200,0,15577,None,React
Apache/2.4.41 (Ubuntu),403,1,37637,ModSecurity,Spring_Boot
Incapsula,302,1,41957,Imperva,Vue
AWS,301,1,5731,AWS_WAF,Spring_Boot
AWS,403,1,29956,AWS_WAF,Spring_Boot
cloudflare-nginx,200,1,16025,Cloudflare,Vue
AmazonS3,301,1,30635,AWS_WAF,Spring_Boot
BigIP,403,1,42024,F5_BIG_IP,Node.js
cloudflare-nginx,200,1,47625,Cloudflare,Express
Incapsula,302,1,5499,Imperva,React
Sucuri/Cloudproxy,404,1,38328,Sucuri,Unknown
Incapsula,404,1,49893,Imperva,ASP.NET
LiteSpeed,404,0,27808,None,WordPress
CloudFront,200,1,44144,AWS_WAF,React
nginx/1.18.0,404,1,49085,ModSecurity,WordPress
BIG-IP,302,1,38697,F5_BIG_IP,Vue
Sucuri/Cloudproxy,403,1,9767,Sucuri,Django
LiteSpeed,200,0,674,None,Express
cloudflare-nginx,500,1,4910,Cloudflare,ASP.NET
Apache/2.4.41 (Ubuntu),404,1,40244,ModSecurity,Spring_Boot
Sucuri/Cloudproxy,200,1,26785,Sucuri,Laravel
nginx/1.18.0,200,1,6618,ModSecurity,Unknown
CloudFront,500,1,34951,AWS_WAF,Vue
cloudflare,404,1,27570,Cloudflare,Spring_Boot
AWS,403,1,43833,AWS_WAF,Unknown
Sucuri/Cloudproxy,301,1,39446,Sucuri,Unknown
Sucuri/Cloudproxy,404,1,15534,Sucuri,Spring_Boot
LiteSpeed,301,0,6947,None,Unknown
cloudflare,403,1,21568,Cloudflare,Unknown
Apache/2.4.41 (Ubuntu),404,1,6220,ModSecurity,WordPress
Incapsula,301,1,14208,Imperva,Node.js
cloudflare,200,1,16399,Cloudflare,Laravel
cloudflare-nginx,500,1,13995,Cloudflare,Django
Incapsula,404,1,24890,Imperva,Vue
nginx/1.18.0,302,1,2793,ModSecurity,Laravel
CloudFront,403,1,21066,AWS_WAF,WordPress
Sucuri/Cloudproxy,404,1,28775,Sucuri,WordPress
Microsoft-IIS/10.0,404,0,8026,None,Spring_Boot
AWS,403,1,354,AWS_WAF,Vue
cloudflare,403,1,6979,Cloudflare,Vue
BigIP,403,1,33357,F5_BIG_IP,Express
Apache/2.4.41 (Ubuntu),403,1,38892,ModSecurity,Laravel
LiteSpeed,404,0,9645,None,Django
Apache/2.4.41 (Ubuntu),403,1,24563,ModSecurity,ASP.NET
Microsoft-IIS/10.0,404,0,18171,None,Express
cloudflare-nginx,403,1,31703,Cloudflare,React
LiteSpeed,302,1,10400,None,Node.js
Apache/2.4.41,404,0,16012,None,Node.js
AWS,200,1,44286,AWS_WAF,WordPress
Apache/2.4.41,404,0,34467,None,Express
Incapsula,200,1,238,Imperva,ASP.NET
Incapsula,301,1,25430,Imperva,Node.js
Apache/2.4.41,500,0,23439,None,Express
BigIP,200,1,17866,F5_BIG_IP,WordPress
LiteSpeed,404,0,37181,None,React
AWS,200,1,19086,AWS_WAF,Spring_Boot
BIG-IP,302,1,28947,F5_BIG_IP,Vue
cloudflare-nginx,200,1,1791,Cloudflare,Node.js
BigIP,403,1,39931,F5_BIG_IP,Laravel
nginx/1.18.0,500,1,41037,ModSecurity,Django
nginx/1.18.0,200,0,28954,None,Express
Incapsula,403,1,23507,Imperva,Django
cloudflare-nginx,200,1,16073,Cloudflare,Spring_Boot
Apache/2.4.41,302,1,11422,None,Django
Incapsula,302,1,6436,Imperva,Node.js
BIG-IP,301,1,21449,F5_BIG_IP,WordPress
BIG-IP,403,1,16896,F5_BIG_IP,ASP.NET
nginx/1.18.0,500,1,13422,ModSecurity,Vue
Sucuri/Cloudproxy,403,1,34871,Sucuri,WordPress
