framework,waf_type,recommended_tool,recommended_wordlist,recommended_extensions,recommended_threads,recommended_delay_ms
Django,Sucuri,gobuster,api-endpoints.txt,.json,44,0
Django,ModSecurity,gobuster,api-endpoints.txt,.json,31,0
Express,None,gobuster,directory-list-2.3-medium.txt,.php,42,0
Node.js,ModSecurity,feroxbuster,api-endpoints.txt,.json,32,0
Unknown,Cloudflare,ffuf,common.txt,.php,9,736
Node.js,None,feroxbuster,api-endpoints.txt,.json,46,0
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,14,771
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,8,890
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,44,0
ASP.NET,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",33,0
WordPress,Sucuri,gobuster,cms-wordpress.txt,.php,33,0
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",10,285
WordPress,F5_BIG_IP,gobuster,cms-wordpress.txt,.php,49,0
Express,Imperva,ffuf,directory-list-2.3-medium.txt,none,15,764
React,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",39,0
Django,F5_BIG_IP,gobuster,api-endpoints.txt,.json,22,0
Spring_Boot,Imperva,ffuf,common.txt,.html,11,398
Unknown,None,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",42,0
Vue,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",11,821
React,ModSecurity,feroxbuster,common.txt,.php,26,0
React,Sucuri,gobuster,directory-list-2.3-medium.txt,.html,25,0
React,F5_BIG_IP,gobuster,common.txt,.php,39,0
Vue,ModSecurity,gobuster,common.txt,none,38,0
Spring_Boot,Sucuri,gobuster,common.txt,.html,24,0
WordPress,None,feroxbuster,cms-wordpress.txt,.php,38,0
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,44,0
Laravel,F5_BIG_IP,gobuster,api-endpoints.txt,.json,40,0
Django,ModSecurity,gobuster,api-endpoints.txt,.json,30,0
Unknown,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.html,24,0
Vue,Cloudflare,ffuf,common.txt,none,15,547
Express,AWS_WAF,ffuf,common.txt,.html,5,377
ASP.NET,Sucuri,gobuster,common.txt,.php,46,0
Django,ModSecurity,gobuster,api-endpoints.txt,.json,47,0
Express,AWS_WAF,ffuf,common.txt,none,10,265
ASP.NET,Cloudflare,ffuf,common.txt,".bak,.old,.swp",10,399
Django,Cloudflare,ffuf,api-endpoints.txt,.json,15,982
Unknown,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",7,318
Django,Cloudflare,ffuf,api-endpoints.txt,.json,6,291
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,43,0
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,5,557
Spring_Boot,None,gobuster,common.txt,.html,50,0
Unknown,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",23,0
ASP.NET,ModSecurity,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",43,0
ASP.NET,Sucuri,gobuster,common.txt,.html,22,0
Django,ModSecurity,gobuster,api-endpoints.txt,.json,38,0
React,ModSecurity,gobuster,directory-list-2.3-medium.txt,.html,46,0
Laravel,Imperva,ffuf,api-endpoints.txt,.json,5,678
Spring_Boot,Cloudflare,ffuf,common.txt,".bak,.old,.swp",14,348
Vue,F5_BIG_IP,gobuster,common.txt,".bak,.old,.swp",40,0
Node.js,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,41,0
Spring_Boot,None,feroxbuster,common.txt,.html,27,0
Laravel,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,40,0
ASP.NET,Imperva,ffuf,directory-list-2.3-medium.txt,none,12,463
Spring_Boot,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",10,757
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,35,0
Node.js,ModSecurity,feroxbuster,api-endpoints.txt,.json,31,0
React,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.html,26,0
Express,ModSecurity,feroxbuster,common.txt,".bak,.old,.swp",47,0
ASP.NET,ModSecurity,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",25,0
Unknown,Imperva,ffuf,common.txt,".bak,.old,.swp",9,221
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,8,742
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,10,938
Django,Sucuri,gobuster,api-endpoints.txt,.json,27,0
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,45,0
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,32,0
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,14,679
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,5,831
Unknown,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,none,40,0
Laravel,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,38,0
ASP.NET,ModSecurity,gobuster,directory-list-2.3-medium.txt,.html,25,0
React,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",15,312
WordPress,None,gobuster,cms-wordpress.txt,.php,28,0
React,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,11,822
Django,Cloudflare,ffuf,api-endpoints.txt,.json,9,989
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,11,646
Django,Imperva,ffuf,api-endpoints.txt,.json,11,753
Unknown,None,feroxbuster,common.txt,none,43,0
Node.js,None,feroxbuster,api-endpoints.txt,.json,33,0
Django,ModSecurity,feroxbuster,api-endpoints.txt,.json,50,0
ASP.NET,Sucuri,gobuster,directory-list-2.3-medium.txt,.html,35,0
Unknown,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.html,20,0
Express,F5_BIG_IP,feroxbuster,common.txt,none,43,0
WordPress,None,gobuster,cms-wordpress.txt,.php,37,0
ASP.NET,None,feroxbuster,directory-list-2.3-medium.txt,none,49,0
WordPress,None,feroxbuster,cms-wordpress.txt,.php,44,0
ASP.NET,AWS_WAF,ffuf,common.txt,none,5,391
Express,Imperva,ffuf,directory-list-2.3-medium.txt,none,8,357
Node.js,Imperva,ffuf,api-endpoints.txt,.json,14,318
Laravel,ModSecurity,feroxbuster,api-endpoints.txt,.json,36,0
Node.js,Sucuri,feroxbuster,api-endpoints.txt,.json,30,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,7,628
Unknown,Imperva,ffuf,directory-list-2.3-medium.txt,.html,5,618
React,F5_BIG_IP,feroxbuster,common.txt,.html,23,0
ASP.NET,Cloudflare,ffuf,common.txt,".bak,.old,.swp",14,294
Express,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,9,657
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,8,680
Spring_Boot,AWS_WAF,ffuf,common.txt,none,15,740
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,11,763
Spring_Boot,Cloudflare,ffuf,common.txt,".bak,.old,.swp",8,823
React,F5_BIG_IP,feroxbuster,common.txt,".bak,.old,.swp",48,0
Laravel,Sucuri,gobuster,api-endpoints.txt,.json,28,0
WordPress,None,feroxbuster,cms-wordpress.txt,.php,26,0
Unknown,F5_BIG_IP,gobuster,common.txt,".bak,.old,.swp",36,0
Vue,None,gobuster,directory-list-2.3-medium.txt,.php,21,0
Unknown,Cloudflare,ffuf,common.txt,.html,13,310
ASP.NET,Sucuri,gobuster,directory-list-2.3-medium.txt,none,28,0
React,ModSecurity,feroxbuster,common.txt,.html,30,0
Express,AWS_WAF,ffuf,common.txt,.html,7,505
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,11,851
Express,Cloudflare,ffuf,common.txt,.html,11,376
Vue,None,feroxbuster,common.txt,.html,27,0
React,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,none,47,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,11,370
Vue,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",8,547
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,28,0
WordPress,None,feroxbuster,cms-wordpress.txt,.php,36,0
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,9,440
Spring_Boot,ModSecurity,gobuster,common.txt,.html,28,0
Unknown,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.html,32,0
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,14,346
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,6,876
Express,AWS_WAF,ffuf,common.txt,.html,15,829
React,ModSecurity,feroxbuster,common.txt,.html,33,0
Unknown,F5_BIG_IP,gobuster,common.txt,.html,40,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,6,796
ASP.NET,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,41,0
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",11,735
Express,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,13,703
Unknown,Imperva,ffuf,directory-list-2.3-medium.txt,.html,5,341
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,11,225
Django,None,gobuster,api-endpoints.txt,.json,34,0
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,11,832
React,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,none,35,0
Vue,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",8,352
Node.js,F5_BIG_IP,gobuster,api-endpoints.txt,.json,31,0
React,Cloudflare,ffuf,common.txt,.php,6,934
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,28,0
Laravel,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,34,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,11,741
Spring_Boot,None,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",20,0
Vue,ModSecurity,gobuster,directory-list-2.3-medium.txt,.php,36,0
Vue,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.php,34,0
ASP.NET,Sucuri,feroxbuster,common.txt,".bak,.old,.swp",24,0
Vue,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.php,38,0
Spring_Boot,None,gobuster,common.txt,.html,47,0
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,11,486
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,10,312
React,AWS_WAF,ffuf,common.txt,.php,9,670
Node.js,None,feroxbuster,api-endpoints.txt,.json,38,0
Unknown,ModSecurity,feroxbuster,common.txt,none,38,0
React,Cloudflare,ffuf,common.txt,none,8,223
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,30,0
Node.js,Sucuri,gobuster,api-endpoints.txt,.json,37,0
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,none,7,876
Spring_Boot,Imperva,ffuf,common.txt,".bak,.old,.swp",11,747
React,Cloudflare,ffuf,common.txt,.php,7,498
React,Cloudflare,ffuf,common.txt,.php,11,352
React,None,feroxbuster,common.txt,".bak,.old,.swp",33,0
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",10,493
WordPress,Sucuri,gobuster,cms-wordpress.txt,.php,28,0
Vue,Sucuri,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",42,0
Django,Cloudflare,ffuf,api-endpoints.txt,.json,9,474
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,14,468
Django,Sucuri,gobuster,api-endpoints.txt,.json,33,0
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,39,0
React,ModSecurity,gobuster,common.txt,".bak,.old,.swp",30,0
Express,Sucuri,gobuster,directory-list-2.3-medium.txt,none,38,0
Express,F5_BIG_IP,gobuster,common.txt,.html,40,0
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,10,853
WordPress,None,gobuster,cms-wordpress.txt,.php,42,0
Laravel,F5_BIG_IP,gobuster,api-endpoints.txt,.json,50,0
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,37,0
WordPress,None,feroxbuster,cms-wordpress.txt,.php,50,0
Vue,Cloudflare,ffuf,common.txt,".bak,.old,.swp",11,222
Unknown,AWS_WAF,ffuf,common.txt,.html,5,348
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,6,513
Unknown,ModSecurity,feroxbuster,common.txt,none,34,0
React,ModSecurity,gobuster,directory-list-2.3-medium.txt,.html,36,0
ASP.NET,Imperva,ffuf,common.txt,.html,10,240
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,24,0
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,12,348
Node.js,Imperva,ffuf,api-endpoints.txt,.json,12,392
ASP.NET,Sucuri,gobuster,directory-list-2.3-medium.txt,.html,30,0
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,8,599
ASP.NET,Imperva,ffuf,directory-list-2.3-medium.txt,.php,5,634
Django,Imperva,ffuf,api-endpoints.txt,.json,13,415
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,15,616
Spring_Boot,Imperva,ffuf,directory-list-2.3-medium.txt,.html,5,447
Spring_Boot,Imperva,ffuf,directory-list-2.3-medium.txt,.html,5,727
React,ModSecurity,gobuster,directory-list-2.3-medium.txt,none,28,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,13,320
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,12,777
Vue,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,39,0
Express,Sucuri,feroxbuster,common.txt,".bak,.old,.swp",48,0
Spring_Boot,None,feroxbuster,common.txt,.html,24,0
Unknown,None,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",43,0
Unknown,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,9,539
ASP.NET,Sucuri,feroxbuster,common.txt,.php,48,0
WordPress,None,gobuster,cms-wordpress.txt,.php,33,0
Django,Sucuri,gobuster,api-endpoints.txt,.json,48,0
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,.html,12,208
Laravel,F5_BIG_IP,gobuster,api-endpoints.txt,.json,50,0
WordPress,F5_BIG_IP,gobuster,cms-wordpress.txt,.php,20,0
Express,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",36,0
Unknown,ModSecurity,feroxbuster,common.txt,.html,44,0
Vue,Imperva,ffuf,common.txt,.php,8,659
React,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.html,29,0
Laravel,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,36,0
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,10,965
Spring_Boot,Sucuri,feroxbuster,common.txt,none,23,0
React,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,14,437
Node.js,F5_BIG_IP,gobuster,api-endpoints.txt,.json,48,0
Spring_Boot,Imperva,ffuf,directory-list-2.3-medium.txt,.html,9,588
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,10,737
Node.js,ModSecurity,gobuster,api-endpoints.txt,.json,33,0
Spring_Boot,Sucuri,gobuster,directory-list-2.3-medium.txt,.php,31,0
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,12,217
ASP.NET,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.html,23,0
React,AWS_WAF,ffuf,common.txt,.html,12,206
WordPress,None,gobuster,cms-wordpress.txt,.php,25,0
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,12,530
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,.html,10,379
React,Imperva,ffuf,common.txt,.html,10,594
Django,Cloudflare,ffuf,api-endpoints.txt,.json,5,278
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,5,989
React,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.php,29,0
React,Sucuri,feroxbuster,common.txt,.html,35,0
Spring_Boot,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",47,0
ASP.NET,F5_BIG_IP,gobuster,common.txt,".bak,.old,.swp",24,0
Express,None,gobuster,common.txt,none,28,0
Laravel,Imperva,ffuf,api-endpoints.txt,.json,8,463
ASP.NET,None,feroxbuster,common.txt,none,30,0
Unknown,ModSecurity,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",29,0
Spring_Boot,Sucuri,feroxbuster,common.txt,.php,35,0
React,Cloudflare,ffuf,common.txt,.php,9,507
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,8,751
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,13,278
Spring_Boot,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",14,631
Unknown,Cloudflare,ffuf,common.txt,.php,12,745
Spring_Boot,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",11,664
Unknown,ModSecurity,feroxbuster,common.txt,".bak,.old,.swp",41,0
Laravel,ModSecurity,gobuster,api-endpoints.txt,.json,45,0
WordPress,F5_BIG_IP,gobuster,cms-wordpress.txt,.php,20,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,9,424
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,15,755
ASP.NET,AWS_WAF,ffuf,common.txt,none,7,218
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,15,480
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,15,957
ASP.NET,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,5,410
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,14,745
Express,AWS_WAF,ffuf,common.txt,.html,10,799
Spring_Boot,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.php,49,0
Unknown,AWS_WAF,ffuf,common.txt,.html,5,855
Vue,AWS_WAF,ffuf,directory-list-2.3-medium.txt,none,7,992
Spring_Boot,AWS_WAF,ffuf,common.txt,".bak,.old,.swp",8,355
Django,Imperva,ffuf,api-endpoints.txt,.json,13,296
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,10,540
Express,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,10,755
React,None,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",40,0
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,8,596
Django,Sucuri,gobuster,api-endpoints.txt,.json,47,0
Node.js,AWS_WAF,ffuf,api-endpoints.txt,.json,8,744
Node.js,None,feroxbuster,api-endpoints.txt,.json,24,0
Node.js,F5_BIG_IP,gobuster,api-endpoints.txt,.json,25,0
React,AWS_WAF,ffuf,common.txt,.php,14,417
Node.js,F5_BIG_IP,gobuster,api-endpoints.txt,.json,25,0
Spring_Boot,Cloudflare,ffuf,common.txt,".bak,.old,.swp",5,949
Unknown,Sucuri,feroxbuster,common.txt,.php,25,0
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,none,14,693
WordPress,None,feroxbuster,cms-wordpress.txt,.php,34,0
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",8,445
React,Imperva,ffuf,directory-list-2.3-medium.txt,.php,11,597
Django,Cloudflare,ffuf,api-endpoints.txt,.json,10,692
Laravel,None,gobuster,api-endpoints.txt,.json,20,0
WordPress,ModSecurity,feroxbuster,cms-wordpress.txt,.php,21,0
React,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,none,45,0
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,42,0
WordPress,None,feroxbuster,cms-wordpress.txt,.php,28,0
Vue,ModSecurity,gobuster,directory-list-2.3-medium.txt,.html,48,0
Vue,Cloudflare,ffuf,common.txt,".bak,.old,.swp",10,481
Express,None,gobuster,common.txt,.php,43,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,6,734
ASP.NET,Sucuri,gobuster,directory-list-2.3-medium.txt,.html,33,0
Spring_Boot,AWS_WAF,ffuf,common.txt,.html,14,497
Unknown,AWS_WAF,ffuf,common.txt,.php,14,949
React,Imperva,ffuf,directory-list-2.3-medium.txt,.html,5,933
Unknown,Cloudflare,ffuf,common.txt,.html,9,226
Laravel,Imperva,ffuf,api-endpoints.txt,.json,6,426
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,7,524
Laravel,Sucuri,feroxbuster,api-endpoints.txt,.json,46,0
React,AWS_WAF,ffuf,common.txt,.php,9,796
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,12,546
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,8,711
Vue,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,5,524
Node.js,Sucuri,gobuster,api-endpoints.txt,.json,39,0
Laravel,Cloudflare,ffuf,api-endpoints.txt,.json,6,318
ASP.NET,Sucuri,feroxbuster,directory-list-2.3-medium.txt,none,47,0
Spring_Boot,AWS_WAF,ffuf,common.txt,.php,12,419
Unknown,Sucuri,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",37,0
Unknown,Cloudflare,ffuf,common.txt,none,7,843
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,7,760
ASP.NET,Cloudflare,ffuf,common.txt,.php,15,556
React,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,".bak,.old,.swp",38,0
Unknown,Cloudflare,ffuf,common.txt,".bak,.old,.swp",8,909
Django,F5_BIG_IP,gobuster,api-endpoints.txt,.json,47,0
Node.js,None,feroxbuster,api-endpoints.txt,.json,33,0
WordPress,Imperva,ffuf,cms-wordpress.txt,.php,5,402
Express,ModSecurity,gobuster,directory-list-2.3-medium.txt,.html,22,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,11,999
WordPress,Cloudflare,ffuf,cms-wordpress.txt,.php,11,557
Django,ModSecurity,feroxbuster,api-endpoints.txt,.json,27,0
React,Cloudflare,ffuf,common.txt,".bak,.old,.swp",5,883
React,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",47,0
Vue,Imperva,ffuf,directory-list-2.3-medium.txt,none,6,788
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,5,323
ASP.NET,F5_BIG_IP,gobuster,common.txt,.php,40,0
Vue,F5_BIG_IP,gobuster,directory-list-2.3-medium.txt,.html,34,0
Django,None,gobuster,api-endpoints.txt,.json,29,0
Vue,ModSecurity,feroxbuster,common.txt,".bak,.old,.swp",43,0
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,9,474
Django,ModSecurity,feroxbuster,api-endpoints.txt,.json,22,0
React,ModSecurity,gobuster,directory-list-2.3-medium.txt,.html,35,0
Laravel,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,45,0
Django,None,feroxbuster,api-endpoints.txt,.json,38,0
Django,Sucuri,gobuster,api-endpoints.txt,.json,24,0
Laravel,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,47,0
Unknown,ModSecurity,gobuster,common.txt,".bak,.old,.swp",34,0
Spring_Boot,Sucuri,gobuster,common.txt,".bak,.old,.swp",44,0
Unknown,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,6,860
ASP.NET,AWS_WAF,ffuf,directory-list-2.3-medium.txt,".bak,.old,.swp",7,933
React,Sucuri,feroxbuster,common.txt,.php,48,0
Vue,None,gobuster,directory-list-2.3-medium.txt,none,48,0
Laravel,F5_BIG_IP,gobuster,api-endpoints.txt,.json,39,0
Spring_Boot,Cloudflare,ffuf,directory-list-2.3-medium.txt,.php,8,531
Express,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,13,228
Django,ModSecurity,gobuster,api-endpoints.txt,.json,38,0
Vue,Sucuri,feroxbuster,common.txt,.html,30,0
WordPress,ModSecurity,gobuster,cms-wordpress.txt,.php,29,0
WordPress,AWS_WAF,ffuf,cms-wordpress.txt,.php,10,636
ASP.NET,Cloudflare,ffuf,common.txt,".bak,.old,.swp",5,449
Vue,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,.php,20,0
Node.js,Cloudflare,ffuf,api-endpoints.txt,.json,6,855
Vue,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.html,13,661
Django,Sucuri,gobuster,api-endpoints.txt,.json,49,0
Laravel,None,gobuster,api-endpoints.txt,.json,45,0
Express,AWS_WAF,ffuf,common.txt,none,7,255
Spring_Boot,Imperva,ffuf,common.txt,".bak,.old,.swp",14,777
Vue,AWS_WAF,ffuf,common.txt,.html,12,550
Express,ModSecurity,gobuster,directory-list-2.3-medium.txt,.html,25,0
Spring_Boot,None,gobuster,common.txt,".bak,.old,.swp",29,0
Unknown,None,gobuster,directory-list-2.3-medium.txt,none,49,0
Django,ModSecurity,feroxbuster,api-endpoints.txt,.json,43,0
Node.js,Imperva,ffuf,api-endpoints.txt,.json,7,828
Laravel,AWS_WAF,ffuf,api-endpoints.txt,.json,12,573
React,ModSecurity,gobuster,common.txt,.php,38,0
Vue,Cloudflare,ffuf,common.txt,".bak,.old,.swp",13,389
Django,Cloudflare,ffuf,api-endpoints.txt,.json,15,594
Vue,Imperva,ffuf,common.txt,".bak,.old,.swp",10,965
Spring_Boot,Sucuri,gobuster,directory-list-2.3-medium.txt,".bak,.old,.swp",23,0
Django,ModSecurity,gobuster,api-endpoints.txt,.json,43,0
Unknown,F5_BIG_IP,feroxbuster,directory-list-2.3-medium.txt,none,48,0
Express,Imperva,ffuf,common.txt,.html,5,665
Unknown,Sucuri,feroxbuster,common.txt,".bak,.old,.swp",42,0
Django,F5_BIG_IP,feroxbuster,api-endpoints.txt,.json,31,0
Spring_Boot,ModSecurity,feroxbuster,directory-list-2.3-medium.txt,.html,45,0
WordPress,Sucuri,gobuster,cms-wordpress.txt,.php,36,0
WordPress,Sucuri,feroxbuster,cms-wordpress.txt,.php,37,0
Spring_Boot,None,gobuster,directory-list-2.3-medium.txt,.html,22,0
Spring_Boot,AWS_WAF,ffuf,common.txt,.html,5,336
React,Cloudflare,ffuf,common.txt,.php,8,936
Django,AWS_WAF,ffuf,api-endpoints.txt,.json,11,830
Django,Sucuri,gobuster,api-endpoints.txt,.json,32,0
Spring_Boot,Sucuri,gobuster,common.txt,".bak,.old,.swp",33,0
ASP.NET,None,gobuster,common.txt,".bak,.old,.swp",29,0
React,ModSecurity,gobuster,common.txt,".bak,.old,.swp",45,0
WordPress,F5_BIG_IP,feroxbuster,cms-wordpress.txt,.php,36,0
Vue,ModSecurity,gobuster,directory-list-2.3-medium.txt,none,42,0
Express,AWS_WAF,ffuf,directory-list-2.3-medium.txt,.php,11,454
Vue,Imperva,ffuf,common.txt,none,9,370
Django,F5_BIG_IP,gobuster,api-endpoints.txt,.json,47,0
Node.js,Sucuri,feroxbuster,api-endpoints.txt,.json,29,0
Unknown,Sucuri,gobuster,directory-list-2.3-medium.txt,.html,46,0
React,F5_BIG_IP,feroxbuster,common.txt,.html,40,0
Express,F5_BIG_IP,gobuster,common.txt,.php,47,0
React,F5_BIG_IP,gobuster,common.txt,.html,39,0
Vue,Sucuri,feroxbuster,directory-list-2.3-medium.txt,.php,49,0
Unknown,Cloudflare,ffuf,directory-list-2.3-medium.txt,.html,12,711
